name,code,hex,detail_block,accent_friends,trim_friends,url
"STONE'S THROW","PPG1008-7","#605C58","PPG1008-7
Stone's Throw is a dark, gray, cappuccino greige with a coconut fiber undertone. It is a perfect paint color for the exterior of your home or trim. Pair it with any color and substrate.
R: 96 G: 92 B: 88 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/stone-s-throw"
"BARK","PPG1007-7","#5F5854","PPG1007-7
Bark is a dark, warm, brown sugar black with a gingerbread undertone. It is a perfect paint color for a trendy exterior. Pair it with light neutral shades.
R: 95 G: 88 B: 84 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/bark"
"METROPOLIS","PPG1006-7","#61584F","PPG1006-7
Metropolis is a dark, gray, tree bark brown with a cocoa brown undertone. It is a perfect paint color for an accent wall to create a quietly stunning space. Pair it with lighter greiges.
R: 97 G: 88 B: 79 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/metropolis"
"GROUND COFFEE","PPG1076-7","#63554B","PPG1076-7
Ground Coffee is a dark, neutral, tree bark brown with a cocoa brown undertone. It is a perfect paint color for exterior trim and a front door. Pair it with golden neutral colors.
R: 99 G: 85 B: 75 LRV: 9
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/ground-coffee"
"DOLCE","PPG1020-7","#63584C","PPG1020-7
Dolce is a dark, gray, earthy brown with a dusty pink undertone. It is a perfect paint color for an exterior accent on railings or garage doors. Pair it with natural woods and brick textures.
R: 99 G: 88 B: 76 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/dolce"
"CABIN FEVER","PPG1021-7","#5E5349","PPG1021-7
Cabin Fever is a dark, gray, ginger brown with a persimmon undertone. It is a perfect paint color to add warmth to any room, such as a small bathroom. Pair it with lighter greige colors.
R: 94 G: 83 B: 73 LRV: 9
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/cabin-fever"
"STAR ANISE","PPG1022-7","#5C5042","PPG1022-7
Star Anise is a dark, gray, teddy bear brown with a taupe undertone. It is a perfect paint color for making a statement with exterior trim, a front door or as an accent wall. Pair it with natural stone.
R: 92 G: 80 B: 66 LRV: 8
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/star-anise"
"CHESTNUT","PPG15-23","#624E45","PPG15-23
Chestnut is a dark, shaded, tree bark brown with a cocoa brown undertone. It is a perfect paint color for a hallway, accent wall or exterior trim. Pair it with lighter tan and black and white prints.
R: 98 G: 78 B: 69 LRV: 9
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/beiges/chestnut"
"LITTLE BEAR","PPG1074-7","#604B42","PPG1074-7
Little Bear is a dark, shaded, tree bark brown with a cocoa brown undertone. It is a perfect paint color for a hallway, accent wall or exterior trim. Pair it with black and white prints.
R: 96 G: 75 B: 66 LRV: 8
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/little-bear"
"FUDGE TRUFFLE","PPG1075-7","#604A3F","PPG1075-7
Fudge Truffle is a dark, neutral, teddy bear brown with a taupe undertone. It is a perfect paint color for a front door or garage door trim. Pair it with neutral tan or soft yellow main exterior color.
R: 96 G: 74 B: 63 LRV: 7
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/fudge-truffle"
"FUDGE","PPG1073-7","#63493E","PPG1073-7
Fudge is a dark, neutral, ginger brown with a persimmon undertone. It is a perfect paint color for an accent wall or trim. Pair it with subdued blues and sage greens.
R: 99 G: 73 B: 62 LRV: 7
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/fudge"
"BIRD HOUSE BROWN","PPG1072-7","#6C483A","PPG1072-7
Bird House Brown is a dark, shaded, teddy bear brown with a taupe undertone. It is a perfect paint color for a bunk room accent wall. Pair it with muted blues, sage greens or brassy golds and corals.
Comparable to:
Bronze Amulet     70YR 08/186
R: 108 G: 72 B: 58 LRV: 8
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/bird-house-brown"
"SPICED WINE","PPG1016-7","#664942","PPG1016-7
Spiced Wine is a dark, neutral, earthy brown with a dusty pink undertone. It is a perfect paint color for an accent wall or exterior trim, including garage doors. Pair it with light or muted teals.
R: 102 G: 73 B: 66 LRV: 8
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/spiced-wine"
"PUMPERNICKEL","PPG15-22","#625141","PPG15-22
Pumpernickel is a dark, gray, teddy bear brown with a taupe undertone. It is a perfect paint color for making a statement with exterior trim, a front door or as an accent wall. Pair it with stone tiles.
R: 98 G: 81 B: 65 LRV: 9
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/neutrals/pumpernickel"
"COFFEE HOUSE","PPG1077-7","#6C5B4D","PPG1077-7
Coffee House is a dark, neutral, brown sugar brown with a gingerbread undertone. It is a perfect paint color for exterior trim. Pair it with lighter tan or soft yellow.
R: 108 G: 91 B: 77 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/coffee-house"
"MAPLE SYRUP","PPG1084-7","#75583D","PPG1084-7
Maple Syrup is a dark, shaded, cappuccino brown with a coconut fiber undertone. It is a perfect paint color for an accent wall in a living room or in a bedroom. Pair it with lighter sandy tones and light wood tones.
Comparable to:
Rich Mocha     00YY 09/186
R: 117 G: 88 B: 61 LRV: 9
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/maple-syrup"
"MOLASSES","PPG1079-7","#74563D","PPG1079-7
Molasses is a dark, shaded, brown sugar brown with a gingerbread undertone. It is a perfect paint color for an accent wall. Pair it with honeyed woods and earthy stone accents.
R: 116 G: 86 B: 61 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/molasses"
"CHOCOLATE TRUFFLE","PPG15-13","#6F5746","PPG15-13
Chocolate Truffle is a deep, shaded, tree bark brown with a cocoa brown undertone. It is a perfect paint color for an accent wall, a wall behind a fireplace or book shelf. Pair it with lighter tans for contrast areas.
R: 111 G: 87 B: 70 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/beiges/chocolate-truffle"
"CARAMELIZED WALNUT","PPG1074-6","#6E564A","PPG1074-6
Caramelized Walnut is a deep, shaded, tree bark brown with a cocoa brown undertone. It is a perfect paint color for an accent wall, a wall behind a fireplace or book shelf. Pair it with lighter tan.
Comparable to:
Spicewood Brown     50YR 13/139
R: 110 G: 86 B: 74 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/caramelized-walnut"
"BIGFOOT","PPG1061-7","#715145","PPG1061-7
Bigfoot is a dark, shaded, earthy brown with a dusty pink undertone. It is a perfect paint color for exterior trim, front door, garage doors or a man-cave. Pair it with soft neutral yellow as your main exterior color.
R: 113 G: 81 B: 69 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/bigfoot"
"RED CLAY","PPG16-32","#89483E","PPG16-32
Red Clay is a dark, subdued, earthy orange with a dusty pink undertone. It is a perfect paint color for any living or kitchen space. Pair it with warm golds and copper.
R: 137 G: 72 B: 62 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/red-clay"
"CEDAR CHEST","PPG1065-7","#91493E","PPG1065-7
Cedar Chest is a dark, subdued, earthy orange with a dusty pink undertone. It is a perfect paint color for any living or kitchen space. Pair it with the warm golden glow of copper.
R: 145 G: 73 B: 62 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cedar-chest"
"BURLED REDWOOD","PPG1067-7","#8F4C3A","PPG1067-7
Burled Redwood is a dark, subdued, teddy bear orange with a taupe undertone. It is a perfect paint color for a great fireplace or bookcase wall. Pair it with cream trim.
R: 143 G: 76 B: 58 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/burled-redwood"
"BAKED BEAN","PPG1066-7","#8C4F42","PPG1066-7
Baked Bean is a dark, subdued, ginger orange with a persimmon undertone. It is a perfect paint color for a stone fireplace wall. Pair it with tans and caramel tones on surrounding walls.
R: 140 G: 79 B: 66 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/baked-bean"
"WARM WASSAIL","PPG1062-7","#864F3E","PPG1062-7
Warm Wassail is a dark, shaded, ginger brown with a persimmon undertone. It is a perfect paint color for an outstanding front door or man-cave. Pair it with light and deep neutral teals.
R: 134 G: 79 B: 62 LRV: 10
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/warm-wassail"
"TAMPICO BROWN","PPG16-23","#835842","PPG16-23
Tampico Brown is a dark, subdued, tree bark beige with a cocoa brown undertone. It is a perfect paint color for a kitchen or living space. Pair it with honeyed woods and stone tile.
R: 131 G: 88 B: 66 LRV: 11
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/beiges/tampico-brown"
"SPICED CINNAMON","PPG1071-7","#805B48","PPG1071-7
Spiced Cinnamon is a dark, subdued, tree bark beige with a cocoa brown undertone. It is a perfect paint color for a kitchen or living space. Pair it with honeyed woods.
R: 128 G: 91 B: 72 LRV: 12
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/spiced-cinnamon"
"COPPER POT","PPG1081-7","#936647","PPG1081-7
Copper Pot is a dark, subdued, brown sugar orange with a gingerbread undertone. It is a perfect paint color for an Italian inspired kitchen. Pair it with copper metal accents.
R: 147 G: 102 B: 71 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/copper-pot"
"SLIPPERY STONE","PPG1080-7","#8D6A4A","PPG1080-7
Slippery Stone is a dark, subdued, cappuccino orange with a coconut fiber undertone. It is a perfect paint color for the exterior of your home. Pair it with light off-white trim.
R: 141 G: 106 B: 74 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/slippery-stone"
"BOURBON","PPG1083-7","#926B43","PPG1083-7
Bourbon is a dark, muted, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a kitchen or bedroom. Pair it with stainless steel accents.
R: 146 G: 107 B: 67 LRV: 15
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/bourbon"
"GINGER","PPG1082-7","#97653C","PPG1082-7
Ginger is a dark, muted, tangerine orange with a sherbet undertone. It is a perfect paint color for an accent wall or every wall of a man-cave or game room. Pair it with golden colors to harmonize your space.
R: 151 G: 101 B: 60 LRV: 15
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/ginger"
"CINNAMON STICK","PPG1070-7","#966544","PPG1070-7
Cinnamon Stick is a dark, muted, carrot orange with a peach undertone. It is a perfect paint color for a game room accent wall, a bar or behind a stone fireplace. Pair it with other muted warm colors.
R: 150 G: 101 B: 68 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-stick"
"MUTED COPPER","PPG16-30","#9B6046","PPG16-30
Muted Copper is a dark, muted, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for an accent behind a warm stone fireplace or a bedroom wall. Pair it with honeyed oak.
R: 155 G: 96 B: 70 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/muted-copper"
"CINNAMON SPICE","PPG1069-7","#935F43","PPG1069-7
Cinnamon Spice is a dark, muted, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for an accent behind a warm stone fireplace or a bedroom wall. Pair it with honeyed oak or pine.
R: 147 G: 95 B: 67 LRV: 14
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-spice"
"SPICED CIDER","PPG1068-7","#915B41","PPG1068-7
Spiced Cider is a dark, muted, rusty orange with a copper undertone. It is a perfect paint color for a kitchen or bedroom. Pair it with honeyed woods and muted turquoise accents.
R: 145 G: 91 B: 65 LRV: 13
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/spiced-cider"
"RICH CLAY","PPG16-31","#A15C49","PPG16-31
Rich Clay is a dark, muted, apricot orange with a cinnamon undertone. It is a perfect paint color for a kitchen or dining room where warmth and gaiety are required. Pair it with yellows or blues.
R: 161 G: 92 B: 73 LRV: 16
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/rich-clay"
